path,theta,gamma,vega,delta_mismatch,residual,costs,total_pnl
101,1.0605291737604736,-1.0664090629011083,0.0,0.0,-0.13403749460270825,0.0,-0.1399173837433949
102,1.8299916102065226,-1.7925938969718884,0.0,0.0,-0.10063185318885977,0.0,-0.0632341399541616
103,3.624097282362736,-3.3761856558123715,0.0,0.0,0.025176874976230633,0.0,0.2730885015265727
104,1.622192205032675,-1.5624371410335447,0.0,0.0,-0.0771431939203548,0.0,-0.017388129921101836
105,1.4667840251977593,-1.114853311564631,0.0,0.0,-0.10021993523142064,0.0,0.251710778401673
106,2.893975658144418,-3.4602405856058946,0.0,0.0,0.01892240862714974,0.0,-0.5473425188343128
107,1.8992102556726336,-1.7710226049295812,0.0,0.0,-0.034856217584309734,0.0,0.09333143315870984
108,0.790339211054289,-0.7923076091981713,0.0,0.0,0.11989905889314155,0.0,0.11793066074922365
109,2.3818051726222236,-2.446918681496567,0.0,0.0,0.07766652854593255,0.0,0.01255301967158573
110,3.403811307705655,-3.2567001508667945,0.0,0.0,0.02466897805858749,0.0,0.17178013489743194
111,1.9419149056831397,-1.8375523144988415,0.0,0.0,-0.07619824997620413,0.0,0.02816434120802569
112,0.9666792541155115,-0.9550624884689392,0.0,0.0,-0.12494070478635101,0.0,-0.11332393913997407
113,3.3571039441598844,-4.146376677084682,0.0,0.0,-0.07794296658934052,0.0,-0.8672156995141478
114,3.5704875831256193,-3.7956681677017228,0.0,0.0,0.009271548584515973,0.0,-0.21590903599154387
115,1.0861048761697698,-1.2451488315758243,0.0,0.0,-0.11289918206303261,0.0,-0.27194313746910836
116,2.932417329753513,-3.0312977650532114,0.0,0.0,0.026207776994851814,0.0,-0.07267265830486735
117,1.1111710950952094,-1.0395173095951864,0.0,0.0,-0.12691813245230263,0.0,-0.055264346952355936
118,1.3994125742033663,-1.408600315408257,0.0,0.0,-0.07605693900892853,0.0,-0.0852446802137905
119,1.1651655275670947,-1.257760686257693,0.0,0.0,-0.10351348616731017,0.0,-0.19610864485790103
120,2.3135430380984134,-2.332720787281146,0.0,0.0,-0.15646186888246283,0.0,-0.17563961806527573
121,2.3658606104704094,-2.2424804208359626,0.0,0.0,-0.06242140399179678,0.0,0.060958785642654334
122,0.8986030630905875,-0.963840273204525,0.0,0.0,0.10920385724579768,0.0,0.043966647131867376
123,1.0520514575896014,-1.0201546538065847,0.0,0.0,0.12072680639304645,0.0,0.15262361017602188
124,2.1920386813766277,-1.988249848114094,0.0,0.0,-0.09248849208238702,0.0,0.11130034118012588
125,2.6026885030971103,-2.7656608988536004,0.0,0.0,0.0992184987208652,0.0,-0.06375389703558199
126,3.4344587843841006,-3.290641593739691,0.0,0.0,-0.026431059807517768,0.0,0.11738613083690552
127,2.1160166809893135,-2.0862018156742472,0.0,0.0,0.003911283880175923,0.0,0.033726149195146604
128,1.688802245208505,-1.899138836813173,0.0,0.0,-0.1007296510922224,0.0,-0.3110662426969668
129,2.3781052224326156,-2.2916900820534516,0.0,0.0,0.05708091973801302,0.0,0.14349606011718663
130,3.545987295831976,-2.7855918119557845,0.0,0.0,0.006785983350772143,0.0,0.7671814672269761
131,2.0940033894440315,-1.9585408235001929,0.0,0.0,0.09688045594501803,0.0,0.23234302188895128
132,2.8330368388657834,-2.725640212303472,0.0,0.0,0.03468875773395866,0.0,0.14208538429630835
133,3.3622838791466187,-3.655065187855076,0.0,0.0,0.04811987497063179,0.0,-0.24466143373784632
134,2.6460703156333296,-2.4815263036910804,0.0,0.0,-0.1227623832069325,0.0,0.041781628735321874
135,3.75097818022699,-2.9001817309123337,0.0,0.0,0.008886782477030038,0.0,0.8596832317916778
136,3.1112397366031423,-2.8812573647639517,0.0,0.0,-0.0076987062886323485,0.0,0.2222836655505489
137,1.230277556690046,-1.0392954239281667,0.0,0.0,-0.11840978175860913,0.0,0.07257235100317416
138,1.738352415756684,-1.3086427682514137,0.0,0.0,-0.09334614256527454,0.0,0.3363635049399818
139,1.8299927550778572,-2.0186374726480962,0.0,0.0,-0.08043586773028803,0.0,-0.26908058530058554
140,3.040151002627152,-2.569846752076754,0.0,0.0,-0.04933901687247578,0.0,0.42096523367783334
141,1.2781933407920403,-1.2371634980608635,0.0,0.0,-0.11350013337583668,0.0,-0.0724702906446879
142,3.0474865805910656,-2.891014113137924,0.0,0.0,-0.04569952716756995,0.0,0.11077294028555684
143,3.1985348572567447,-3.298971173049861,0.0,0.0,0.04808475283482973,0.0,-0.05235156295830734
144,1.85434756669887,-2.1425065616665346,0.0,0.0,-0.06215966650533815,0.0,-0.350318661473068
145,2.4853121309440502,-2.4196642114049403,0.0,0.0,-0.04577515062257848,0.0,0.019872768916528116
146,2.5788567571273444,-2.3871126392431212,0.0,0.0,-0.04844479921053532,0.0,0.14329931867372636
147,1.0120444735186813,-0.9295804322987643,0.0,0.0,-0.13110866822737055,0.0,-0.048644627007462304
148,2.6977769854169753,-2.2386972766226934,0.0,0.0,0.04720900418456434,0.0,0.506288712978872
149,1.1072708859545206,-1.1767425648147394,0.0,0.0,0.10775891417914839,0.0,0.038287235318961166
150,2.722945536279049,-3.1251526520210606,0.0,0.0,0.02686443361394042,0.0,-0.37534268212812094
151,2.7547616058110465,-2.893618083774245,0.0,0.0,-0.017503006449648452,0.0,-0.1563594844128744
152,2.180766051899559,-1.7954277831526075,0.0,0.0,-0.08753075217674121,0.0,0.29780751657021654
153,1.6097796020529094,-1.6986775590022263,0.0,0.0,-0.0977115856584906,0.0,-0.18660954260784024
154,2.165668536050732,-2.4045391323203464,0.0,0.0,0.07675434745259693,0.0,-0.16211624881691478
155,2.355550341928675,-1.9844865746981069,0.0,0.0,-0.08791284458456129,0.0,0.28315092264607244
156,1.377638270655711,-1.1764303348602048,0.0,0.0,-0.10489143043404267,0.0,0.09631650536151426
157,2.666134741056768,-3.001637420353313,0.0,0.0,-0.06448787560911297,0.0,-0.3999905549056848
158,3.4241775797773846,-3.5015395006309977,0.0,0.0,0.07604776609243927,0.0,-0.0013141547612036675
159,3.6062297591704513,-5.000343915406083,0.0,0.0,0.07924594184224837,0.0,-1.3148682143933286
160,0.8241209121874747,-0.9045726580827732,0.0,0.0,-0.13652399601209086,0.0,-0.21697574190744717
161,1.529917990780342,-1.5709728437745696,0.0,0.0,-0.10072778499252955,0.0,-0.1417826379867222
162,3.303431551376867,-2.801890413339746,0.0,0.0,-0.04664801556318824,0.0,0.45489312247397606
163,2.995009204715769,-3.0233958454443477,0.0,0.0,-0.03141048167759483,0.0,-0.05979712240619506
164,2.0935014179230538,-1.929601927566374,0.0,0.0,0.07601066676025285,0.0,0.23991015711690977
